unit_id,Region,Country,Urban Rural,Distance from Exchange,Technology,Market Class,24 hr average download speed,24 hour average minimum speed download,24 hour average maximum download speed,Peak average download speed,Peak average minimum speed download,Peak average maximum download speed,24 hr average upload speed,24 hour average minimum speed upload,24 hour average maximum upload speed,Peak average upload speed,Peak average minimum speed upload,Peak average maximum upload speed,24 hour DNS Failure ,Peak DNS Failure ,24 hour DNS ,Peak DNS ,24 hour Jitter Upstream,Peak Jitter Upstream,24 hour Jitter Downstream,Peak Jitter Downstream,24 hour Latency,Peak Latency,24 hour packet loss,Peak packet loss,24 hour time to load webpage,Peak time to load webpage,Disconnections,24 hour - Youtube UHD,24 hour - Youtube HD,24 hour - Youtube SD,24 hour - Youtube failure,24 hour - Youtube Start-up delay,Peak - Youtube UHD,Peak - Youtube HD,Peak - Youtube SD,Peak - Youtube failure,Peak- Youtube Start-up delay,24 hour - Netflix UHD,24 hour - Netflix HD,24 hour - Netflix SD,24 hour - Netflix failure,24 hour - Netflix Start-up delay,Peak - Netflix UHD,Peak - Netflix HD,Peak - Netflix SD,Peak - Netflix failure,Peak- Netflix Start-up delay,24 hour - iPlayer UHD,24 hour - iPlayer HD,24 hour - iPlayer SD,24 hour - iPlayer failure,24 hour - iPlayer Start-up delay,Peak - iPlayer UHD,Peak - iPlayer HD,Peak - iPlayer SD,Peak - iPlayer failure,Peak- iPlayer Start-up delay
947590,Scotland,Scotland,Rural,0 to 100m,ADSL,A,1.066486476,0.992996387,1.080313548,1.067014321,1.011224258,1.080201806,0.371713606,0.363720774,0.373416774,0.371836685,0.343296,0.373424,0.0003,0,44.63216077,44.57913145,1.4943314,1.45193103,0.79846221,0.78268539,42.01568544,42.03937297,0.0002,0.0003,3369.353098,3353.320447,0.0323,0,0,1,0,2596.695237,0,0,1,0,2548.207194,0,0,1,0,3147.823376,0,0,1,0,3268.335133,0,0,1,0,3651.94276,0,0,1,0,3671.939436
943012,South West,England,Rural,0 to 100m,ADSL,B,2.661392734,2.060675871,2.768236387,2.632267177,2.078407484,2.749944774,0.405649165,0.372794581,0.439190194,0.40790677,0.31972,0.58184,0.002,0,31.12158541,31.36385356,0.66214167,0.67229091,0.58384583,0.64915094,21.0502398,21.2286732,0.0009,0.0014,1361.159757,1362.354608,0.2581,0,0.3289,0.6711,0,2594.736645,0,0.35,0.65,0,2614.9676,0,0.8,0.2,0,2072.545023,0,0.7391,0.2609,0,2257.954321,0,0,1,0,2299.410139,0,0,1,0,2392.625721
948300,Wales,Wales,Rural,0 to 100m,ADSL,A,2.566071438,1.104755871,4.031944,1.408494373,1.104755871,1.84591329,0.813056269,0.768735226,0.839833548,0.812671131,0.7456,0.883304,0,0,10.26712721,10.40264882,0.4676236,0.46905814,0.29677031,0.30332558,27.03585813,27.19440984,0.0002,0.0007,1332.575743,2090.531862,0.8387,0,0.4481,0.5519,0,2321.251574,0,0.0165,0.9835,0,2331.596423,0,0.4,0.6,0,2055.802057,0,0,1,0,2182.798718,0,0.0028,0.9972,0,2656.465152,0,0,1,0,2570.60271
947166,Wales,Wales,Rural,0 to 100m,ADSL,B,3.852370286,3.45704,3.92692,3.835855369,3.581516903,3.922501162,0.714934441,0.655905548,0.727336,0.712225325,0.557976,0.727808,0.0005,0.0003,34.09789324,33.96993686,0.85475884,1.08322857,0.46832476,0.53433333,32.77531511,33.12295906,0.0003,0.0001,1054.005556,1062.692946,1.5484,0,0.9412,0.0588,0,2284.031329,0,0.9643,0.0357,0,2341.163964,0,0.977,0.023,0,1811.448402,0,1,0,0,1840.215414,0,0.1977,0.8023,0,2281.12768,0,0.1429,0.8571,0,2208.892738
939972,Scotland,Scotland,Rural,0 to 100m,ADSL,B,4.70187874,4.104477935,4.938444387,4.66934873,4.197551742,4.886170838,0.971349594,0.867280774,0.989655484,0.965653434,0.754152,0.992328,0.0002,0.0005,22.70266166,22.78960102,0.40882948,0.449725,0.75322254,1.0831519,22.51294295,23.39276692,0.0004,0.0004,766.4767311,778.6283297,0.1613,0,0.957,0.043,0,1974.266387,0,0.9677,0.0323,0,1973.970516,0,0.9892,0.0108,0,2762.602134,0,1,0,0,2665.77475,0,0.9677,0.0323,0,1692.206271,0,0.9355,0.0645,0,1835.539865
942454,South East,England,Rural,0 to 100m,ADSL,A,7.537104292,5.540412387,7.819120516,7.574240854,6.229730322,7.815637678,0.842269475,0.671255742,0.859108129,0.84062589,0.284544,0.859616,0,0,29.87087203,30.0070617,6.48112226,4.55773684,0.70333333,0.65921795,30.20811715,30.37883721,0.0002,0.0002,753.9080832,757.7593204,0.0385,0.0769,0.9038,0.0192,0,2553.243025,0.0879,0.9011,0.011,0,1583.964126,0,0.9862,0.0138,0,2087.697243,0,0.9889,0.0111,0,2205.775855,0,0.9863,0.0137,0,2019.838924,0,0.9891,0.0109,0,1985.966712
940570,Scotland,Scotland,Rural,0 to 100m,FTTC,B,27.43754879,25.7284369,27.81115277,27.31255788,25.81306555,27.7531711,6.589985077,6.483605935,6.646600258,6.585589179,6.259904,7.16204,0.001,0,24.98730234,24.9214556,0.48214451,0.47473494,0.3679104,0.42318293,25.1971588,25.92523529,0.0016,0.0039,674.1524721,715.3187725,0.7097,0.1685,0.8202,0.0112,0,1216.000315,0.1724,0.8276,0,0,1321.019862,1,0,0,0,1846.465273,1,0,0,0,2016.80975,0,1,0,0,1280.616727,0,1,0,0,1409.823821
940426,South West,England,Rural,0 to 100m,FTTC,B,6.852005706,5.66120129,7.044162838,6.81812378,5.912435355,7.040301678,1.040944322,0.97324929,1.050748903,1.039382913,0.784456,1.058144,0.0001,0,11.60815412,11.44322359,0.51895989,0.5236375,0.23269429,0.26492405,10.56667729,11.24092655,0.0002,0.0002,541.5261662,539.6975449,0.0323,0.0326,0.9565,0.0109,0,1606.725913,0.0645,0.9355,0,0,1550.267548,0,1,0,0,1944.442956,0,1,0,0,1896.3667,0,0.9767,0.0233,0,1461.321992,0,0.8571,0.1429,0,1524.222565
249994,London,England,Urban,0 to 100m,FTTC,B,25.31194707,24.31335974,25.58624516,25.12585475,24.36369032,25.55352774,7.013166875,6.885296258,7.076167484,7.0085229,6.765584,7.103856,0.0002,0.0007,9.22893778,9.6974158,0.4329223,0.42312676,0.63580339,0.61588571,8.52251389,9.4461976,0.0008,0.0005,509.6144787,609.8261633,0.0645,0.1263,0.8669,0.0068,0,1075.492631,0.1409,0.8591,0,0,1071.044799,0.9894,0.0106,0,0,1913.954708,0.9786,0.0214,0,0,2086.81011,0,0.9965,0.0035,0,2561.339534,0,0.9933,0.0067,0,3141.400547
940512,Scotland,Scotland,Rural,0 to 100m,ADSL,A,11.84829629,9.0312,12.89450771,11.31932028,8.895377185,12.87321718,0.870269236,0.770573143,0.940068,0.861709314,0.660344,1.0312,0.0001,0,33.42809584,39.37792537,0.46572414,0.46541818,0.31609622,0.56894444,25.26349684,26.72800671,0.0008,0.0004,484.724127,523.2563704,1.0645,0.1375,0.8375,0.025,0,1022.773475,,,,,,0,1,0,0,1193.151012,,,,,,0,1,0,0,2216.914096,,,,,
942360,South West,England,Rural,0 to 100m,ADSL,A,8.56152419,8.409405162,8.753992,8.541347218,8.513944,8.609622452,1.005757445,0.993859613,1.008550968,1.005887249,0.992048,1.025832,0.0003,0.001,14.17379606,14.12673514,0.50320055,0.49780435,0.24390685,0.24387912,11.67731421,11.67310929,0.0013,0.0012,469.4495172,467.3970278,1.1935,0.1296,0.8592,0.0113,0,1390.990073,0.1387,0.8613,0,0,1391.66648,0,1,0,0,1556.870662,0,1,0,0,1559.679747,0,1,0,0,1370.619282,0,1,0,0,1373.079042
660116,London,England,Urban,0 to 100m,ADSL,B,16.86464353,15.32362994,16.99987458,16.77084963,15.48341187,16.98787639,1.066046518,0.939945806,1.082354065,1.06224341,0.562984,1.085416,0,0,4.51200332,4.47133257,0.69122563,0.72460674,0.3554624,0.36659551,5.64566059,5.72606145,0.0002,0.0004,409.1039917,363.0130337,0.0968,0.1429,0.8464,0.0108,0,1049.603539,0.1613,0.8387,0,0,1047.130855,0.9757,0.0243,0,0,2089.683789,0.9622,0.0378,0,0,2111.628435,0,1,0,0,930.6927926,0,1,0,0,951.7677831
975394,South East,England,Urban,0 to 100m,Cable,B,76.508787,72.41725652,76.81528955,76.43032865,72.88580181,76.80749084,4.984819449,4.753731613,5.003771871,4.983197566,4.651192,5.005,0.0002,0,15.29153707,15.41696355,1.10638081,1.42075949,0.07030925,0.07520513,19.46299583,19.57002762,0.0001,0.0001,386.157179,369.5074969,0.0323,0.1412,0.8529,0.0059,0,534.3294677,0.1646,0.8354,0,0,531.4446342,1,0,0,0,775.0328081,1,0,0,0,801.1469394,0,0.9971,0.0029,0,806.8784589,0,1,0,0,713.2374337
939966,Wales,Wales,Rural,0 to 100m,FTTC,B,45.27312707,42.23019071,46.16002813,45.11464106,42.46608929,46.10398761,11.14871802,11.05535484,11.23453677,11.12988443,10.458744,11.707568,0.002,0,11.26758178,11.10960873,0.17613761,0.17121622,0.78691743,1.08738667,10.76442113,11.38767251,0.0013,0.0011,342.6990015,360.2980893,1,0.1034,0.8736,0.023,0,753.1141954,0.1667,0.8333,0,0,899.5108333,1,0,0,0,1271.510609,1,0,0,0,1495.026367,0,1,0,0,959.3397356,0,1,0,0,1130.0071
947870,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,46.02093609,45.51705445,46.19922555,45.97211062,45.56351148,46.13220645,9.236403303,9.067548645,9.263475097,9.230916902,8.82184,9.303448,0,0,26.46187812,27.70314317,0.51632479,0.51543373,0.34955143,0.39397561,16.15255495,16.13875978,0.0002,0.0002,331.3569479,380.2481699,0.129,0.102,0.8776,0.0204,0,756.1229388,0.1429,0.8571,0,0,828.4910476,1,0,0,0,1357.670833,1,0,0,0,1428.5482,0,1,0,0,1124.662,0,1,0,0,1259.7919
947250,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,30.62048952,28.43011393,31.09078345,30.47549076,28.446776,31.02452938,7.201409704,6.785218207,7.320588138,7.181770648,5.586592,7.598352,0.0015,0,25.1031529,25.16738475,0.27397865,0.27922951,0.57298932,0.84319355,17.91710652,18.33884049,0.0016,0.0001,300.5986964,357.058219,0.0645,0.1486,0.8378,0.0135,0,748.9945,0.16,0.84,0,0,808.09728,1,0,0,0,1394.054667,1,0,0,0,1455.102231,0,1,0,0,1076.202513,0,1,0,0,1168.911037
941254,North West,England,Rural,0 to 100m,Cable,B,109.7697841,105.8173588,110.7576154,108.6250786,103.56256,109.6890645,6.921096305,6.151275692,6.417548308,7.141977726,5.39348,9.99472,0,0,21.92015635,20.94895502,2.09248624,2.99013043,0.09589091,0.14765217,19.76902963,21.81776027,0.0043,0.0002,286.209367,294.2355098,1,0.0463,0.9537,0,0,522.3673982,0.0192,0.9808,0,0,525.6889615,1,0,0,0,471.8937685,1,0,0,0,519.0187308,0,1,0,0,578.0009817,0,1,0,0,617.4893962
455636,Scotland,Scotland,Rural,0 to 100m,ADSL,B,18.94965251,17.92459226,19.11696181,18.91192751,18.05565239,19.10802194,1.063988467,1.018625548,1.078084903,1.062377355,0.965368,1.095552,0.0001,0.0002,21.61053032,21.53849495,0.48991667,0.53630682,0.31837778,0.35406977,20.03161431,20.05652273,0.0003,0,282.8374636,285.7454214,0.0968,0.1505,0.8387,0.0108,0,1111.102484,0.1613,0.8387,0,0,1075.431581,0.9892,0.0108,0,0,1850.019521,1,0,0,0,1902.692032,0,1,0,0,940.7853723,0,1,0,0,1005.708469
80262,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,47.41731555,32.77177832,58.22301806,45.6566097,37.83508,54.19634374,18.59952004,18.07845187,18.68156232,18.58976444,17.614056,18.706456,0.0002,0.0009,11.3806953,11.39917563,0.66944944,0.71697753,0.80958708,0.90222222,21.92631586,21.95814674,0.0002,0.0001,266.1160792,293.5763842,0.0323,0.1444,0.8447,0.0109,0,1068.3473,0.1648,0.8352,0,0,1071.03161,0.9945,0.0027,0.0027,0,924.2587859,0.9944,0,0.0056,0,950.5466487,0,1,0,0,911.9594658,0,1,0,0,937.7186188
942752,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,58.24316085,54.37022194,58.77421936,58.17585591,55.79620723,58.77291742,17.89024674,17.73895587,17.93119794,17.88543547,17.472896,18.204176,0,0,12.55417215,12.60575114,0.15983841,0.15265909,0.21106991,0.2167191,25.90184072,25.92654945,0.0006,0.0001,236.0346368,230.9121667,0.0323,0.1466,0.8416,0.0117,0,513.2320235,0.1685,0.8315,0,0,506.5045618,0.997,0.003,0,0,803.8417544,0.9944,0.0056,0,0,864.290618,0,1,0,0,725.591793,0,1,0,0,737.7777821
942990,Wales,Wales,Rural,0 to 100m,FTTC,B,24.11040091,23.96282839,24.12937961,24.11630396,24.01138864,24.12199845,5.262807267,5.191851871,5.400098581,5.259726782,4.955712,5.652496,0.0001,0,21.28752996,21.23403676,0.22204709,0.21905435,0.27916343,0.28041758,20.6674011,20.64714674,0.0007,0,235.7985247,234.4213661,0.9032,0.1196,0.8587,0.0217,0,593.6154891,0.1667,0.8333,0,0,600.3827333,1,0,0,0,1451.121677,1,0,0,0,1478.999452,0,1,0,0,609.1766452,0,1,0,0,619.1853548
943140,East,England,Urban,0 to 100m,FTTC,B,70.38536468,65.06313884,70.96528206,70.09888914,67.01902477,70.95653729,18.54560686,18.29365136,18.57567536,18.53286249,18.076168,18.576104,0,0,8.22388013,8.17382303,0.13096677,0.12398592,0.38704834,0.53431081,7.96652329,8.83728249,0.0002,0.0003,231.6161213,252.5816185,0.0645,0.146,0.843,0.011,0,632.7914022,0.1685,0.8315,0,0,666.7423652,1,0,0,0,989.5553058,1,0,0,0,1103.160899,0,1,0,0,767.0924945,0,1,0,0,848.388764
813547,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,32.50217475,32.03329342,32.69147923,32.4914397,32.25443329,32.60228052,6.850471934,6.830881032,6.869315871,6.845645318,6.414312,7.532912,0.0001,0.0002,21.98855095,22.03416812,0.43082967,0.43259341,0.45266484,0.47266667,20.76773251,20.69277049,0.0001,0.0001,211.6165953,210.8621148,0.0323,0.1436,0.8455,0.0108,0,1083.68561,0.1613,0.8387,0,0,1060.055532,1,0,0,0,1081.196757,1,0,0,0,1105.014951,0,1,0,0,796.9554511,0,1,0,0,806.2774022
141342,Scotland,Scotland,Rural,0 to 100m,FTTC,A,49.05223407,47.90677419,49.41631664,49.07751248,48.40349987,49.35096258,9.27748864,9.238214968,9.284433548,9.277883648,9.133792,9.285104,0.0001,0.0002,21.68052332,21.65957123,0.20967213,0.20559341,0.23992329,0.23723656,21.10637397,21.08067213,0.0003,0.0004,203.7967074,204.5411602,0.0968,0.1183,0.8602,0.0215,0,1079.221118,0.1613,0.8387,0,0,1083.279581,1,0,0,0,821.7505161,1,0,0,0,817.7051613,0,1,0,0,739.1704624,0,1,0,0,743.1395807
184424,South East,England,Urban,0 to 100m,Cable,B,218.74565,213.7906232,219.4352653,218.5661804,215.3931755,219.3891166,20.85374113,20.53176903,20.93779252,20.83731184,20.395616,20.940648,0.0001,0,10.30270231,10.64099124,1.56702903,1.77115714,0.09762258,0.12058571,16.38703168,16.58926374,0.0005,0,196.5118623,195.2896892,0.1613,0.1429,0.8476,0.0095,0,641.6877778,0.1513,0.8487,0,0,633.539875,1,0,0,0,338.539971,1,0,0,0,363.1874238,0,1,0,0,522.4005603,0,1,0,0,537.5392922
2503,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,74.34860838,70.38799794,74.71687923,74.18039755,72.30254271,74.64460361,18.65015704,18.37690348,18.68577368,18.64425045,17.96052,18.70852,0,0,10.14031641,10.12038713,0.20851342,0.19273333,0.19321333,0.2092623,18.44158402,18.44600556,0.0013,0,189.8190605,190.6839024,0.0968,,,,,,,,,,,1,0,0,0,491.7359317,1,0,0,0,520.9397705,,,,,,,,,,
249952,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,38.48739386,33.87045884,39.20392439,38.23067965,34.69556594,39.08807819,7.083201688,6.996898581,7.101255226,7.079306475,6.906408,7.110736,0.0002,0.0007,18.64140575,18.70221806,0.21692582,0.21469231,0.43164658,0.57602247,17.9322989,18.15828962,0.0008,0.0007,188.4774925,189.4432912,0.7419,0.1432,0.8459,0.0108,0,1063.709514,0.1568,0.8432,0,0,1049.901314,0.9756,0.0244,0,0,1041.384402,0.9508,0.0492,0,0,1132.060177,0,1,0,0,714.6570134,0,1,0,0,733.3967059
172408,South West,England,Rural,0 to 100m,FTTC,B,32.58909626,28.44533832,34.4046591,32.04136037,29.5365151,34.17740181,9.110586754,8.860592,9.211223742,9.099995817,8.637808,9.220232,0.0001,0.0003,18.82818985,19.23618993,0.39107143,0.3787619,0.64094737,0.93554688,10.74727785,10.90342778,0.0007,0.001,175.4109136,192.0606797,0.7419,0.1423,0.8419,0.0158,0,1144.361731,0.1654,0.8346,0,0,1144.541433,0.996,0.004,0,0,1071.148051,0.9921,0.0079,0,0,1105.559844,0,1,0,0,1059.748035,0,1,0,0,1096.276198
948004,South West,England,Rural,0 to 100m,FTTC,B,61.44020764,55.99019971,65.66694657,61.28121412,59.54951927,62.16734327,17.79846647,17.38298857,17.76105943,17.64777459,8.435856,18.326088,0,0,14.41173194,15.02873298,0.26542254,0.2865,0.3745493,0.64936842,12.90624464,14.31687402,0.0042,0.008,167.4855033,175.07525,0.1613,0.1392,0.8608,0,0,535.2057595,0.1538,0.8462,0,0,552.9380769,0.9753,0.0247,0,0,706.7239756,1,0,0,0,693.3425641,0,1,0,0,675.5470233,0,1,0,0,717.2995116
947792,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,72.0439642,68.09612077,72.74189368,71.89488856,69.87391019,72.61318168,16.8786602,16.67892671,17.01222761,16.87423593,16.37996,17.063568,0,0,8.75260601,8.91278544,0.17115385,0.16363855,0.17169822,0.19362353,18.34790442,18.3639375,0.0001,0.0001,165.2883224,165.5504036,0.0333,0.1559,0.8324,0.0118,0,483.7735265,0.1696,0.8304,0,0,471.9926608,1,0,0,0,590.8091791,1,0,0,0,632.4752798,0,1,0,0,542.5832708,0,1,0,0,553.8927895
996915,East,England,Urban,0 to 100m,FTTC,B,70.85164996,67.59485653,71.226876,70.72270347,69.50326372,71.21701103,20.46250098,20.37221214,20.57769379,20.4405128,19.800384,20.81516,0,0,5.72786349,5.71018861,0.12913672,0.1305625,0.09765891,0.15328358,3.71927715,3.77922628,0.0002,0.0001,159.6983056,184.301188,0.0645,0.1226,0.8774,0,0,496.6905249,0.1418,0.8582,0,0,510.5952612,1,0,0,0,671.0039886,1,0,0,0,724.6690584,0,1,0,0,520.7861107,0,1,0,0,593.7541119
882098,South West,England,Rural,0 to 100m,FTTC,B,70.80696179,57.63878736,74.735768,68.97510747,60.23632568,73.89468336,18.57203018,17.68457264,18.688312,18.52820332,17.705424,18.677424,0.0014,0.0006,7.28405694,7.0872093,0.1886832,0.18617978,0.47840331,0.67735227,13.64547115,13.8177095,0.0017,0.0009,153.7515697,159.4732216,0.9032,0.1444,0.842,0.0136,0,959.1199019,0.1585,0.8361,0.0055,0,942.1784645,1,0,0,0,488.6724766,1,0,0,0,505.2103111,0,1,0,0,587.574496,0,1,0,0,621.6548351
812396,East,England,Urban,0 to 100m,FTTC,B,73.90721593,68.5380449,74.72006606,73.58329578,69.13966658,74.58976077,18.65800088,18.55099458,18.68833755,18.65281464,18.474656,18.7172,0,0,6.11950591,6.07055108,0.25901644,0.25709783,0.25022192,0.26646154,12.85716598,12.90654396,0.0004,0.0005,135.628225,138.9018846,0.0645,0.1429,0.8464,0.0108,0,1029.407199,0.1613,0.8387,0,0,1017.656554,1,0,0,0,565.1969351,1,0,0,0,559.8943859,0,1,0,0,600.0347554,0,1,0,0,641.5533387
665750,North East,England,Rural,0 to 100m,FTTC,B,71.81371718,65.27971832,72.74798358,71.0002877,64.86679733,72.73928,18.65515106,18.58805811,18.68085726,18.64531887,18.530952,18.697192,0,0,6.88729388,7.02425148,0.30331925,0.30265385,0.22342254,0.29919231,12.56542558,12.74646729,0.0011,0,131.3940907,135.9694381,0.1053,0.1376,0.844,0.0183,0,1080.449541,0.1667,0.8333,0,0,1073.378481,0.9954,0.0046,0,0,623.4364409,0.9907,0.0093,0,0,652.8004037,0,1,0,0,584.9921735,0,1,0,0,615.2280741
815407,East Midlands,England,Rural,0 to 100m,FTTC,B,73.44612558,67.84280671,74.3584209,73.05128021,68.25943329,74.34029961,18.53617913,18.38941136,18.57300516,18.52458732,18.242792,18.574136,0.0002,0,14.62602846,14.75565452,0.24110061,0.24629412,0.27252744,0.36986364,9.32613049,9.54229213,0.0002,0.0001,107.6571564,111.4291901,0.5484,0.1375,0.85,0.0125,0,1083.584878,0.137,0.863,0,0,1072.523637,1,0,0,0,480.7858758,1,0,0,0,489.5223862,0,1,0,0,868.7668892,0,1,0,0,916.6985473
815607,East,England,Rural,0 to 100m,FTTC,B,68.05307156,67.76217316,68.45131664,68.06765456,67.8029009,68.437296,18.57687858,18.57554787,18.57816181,18.57689138,18.575,18.578728,0,0,7.16673423,6.90108574,0.18290736,0.1786044,0.34412055,0.37995652,7.71946639,7.72776705,0.0003,0.0003,97.38270645,99.67588525,0.1613,0.1456,0.8437,0.0108,0,1011.346175,0.1613,0.8387,0,0,999.4142258,1,0,0,0,514.7391,1,0,0,0,518.4508495,0,1,0,0,486.0274167,0,1,0,0,489.9470323
5072065,Yorkshire & Humberside,England,Urban,0 to 100m,FTTH,HULL,75.68539083,74.00751819,75.93484774,75.6119294,74.1212831,75.93262013,20.39112257,20.34478529,20.41674064,20.3889293,20.226968,20.426704,0.0001,0.0002,4.58871786,4.67003045,0.34029917,0.34426966,0.17199444,0.26618605,9.00479642,9.08618079,0.0005,0,88.5639375,90.37481818,0.8065,0.1196,0.8587,0.0217,0,448.8708261,,,,,,1,0,0,0,403.1595978,,,,,,0,1,0,0,305.0732065,,,,,
814783,South West,England,Urban,0 to 100m,FTTH,B,74.02674838,69.54734942,74.70772774,73.75736198,70.8852511,74.63790684,20.47190255,19.33803974,20.59347071,20.40263609,13.724896,20.815456,0,0,7.93148259,7.89722567,0.24298623,0.29689773,0.06693939,0.08308889,6.10312071,6.10141899,0.0004,0,88.18274038,89.763,0.129,0.1456,0.8437,0.0108,0,1013.981925,0.1613,0.8387,0,0,999.2837634,1,0,0,0,512.139663,1,0,0,0,545.2040973,0,1,0,0,501.9976747,0,1,0,0,519.4330323
1011316,Yorkshire & Humberside,England,Urban,0 to 100m,FTTC,HULL,237.6783567,234.1989917,238.335601,237.4998059,234.2564906,238.332784,119.1846643,119.1355319,119.2417461,119.1856612,119.05104,119.211768,0,0,9.28411663,9.26119433,0.16382692,0.16103297,0.12346429,0.13189888,8.42627497,8.42812366,0,0,82.42629501,83.44743646,0,0.1556,0.8333,0.0111,0,459.5037778,0.1613,0.8387,0,0,452.0155807,1,0,0,0,147.5902614,1,0,0,0,140.0158,0,1,0,0,173.6781124,0,1,0,0,190.8644839
397664,East,England,Urban,0 to 100m,FTTC,B,69.58444266,60.35576155,70.86556852,69.27699058,63.29868464,70.83092542,20.72185023,20.25545445,20.77351587,20.72043986,19.186736,20.771448,0.0006,0.0016,7.77189707,7.79208727,0.76351532,0.76401111,0.76109192,0.87997753,6.8983786,6.97766667,0.007,0.0067,80.79254924,81.5879,6.4516,0.1429,0.8462,0.011,0,569.4353187,0.1648,0.8352,0,0,565.9946923,0.9944,0.0028,0.0028,0,470.7754344,0.989,0.0055,0.0055,0,473.6978717,0,1,0,0,448.9870139,0,1,0,0,455.4663901
656642,East,England,Rural,0 to 100m,FTTH,B,306.298674,304.3692737,306.4826654,306.2153828,305.1960614,306.4397597,49.50825118,49.02892303,49.55175697,49.52042723,48.7342,50.150336,0,0,7.06130834,6.96124014,0.17784669,0.17070833,0.03939024,0.04006849,5.44859404,5.47671429,0.0011,0,60.6572807,60.73718705,0.7742,0.1696,0.8201,0.0104,0,582.1636401,0.1944,0.8056,0,0,575.43475,1,0,0,0,231.7821724,1,0,0,0,283.3626667,0,1,0,0,314.0828571,0,1,0,0,318.9763706
941278,South East,England,Rural,0 to 100m,FTTH,B,292.767404,289.4882274,293.2236312,292.5883361,290.0314062,293.2218815,49.45760826,49.27006426,49.50654245,49.45736679,48.941496,50.155344,0,0,7.45090437,7.4198621,0.14502143,0.15188889,0.03460854,0.033875,5.68109659,5.75324713,0.0006,0.0001,57.64270384,57.72242029,0.9677,0.1372,0.852,0.0108,0,452.3632455,0.1489,0.8511,0,0,451.9690284,1,0,0,0,230.988278,1,0,0,0,267.4084786,0,1,0,0,176.8460971,0,1,0,0,178.3118936
814755,London,England,Urban,0 to 100m,FTTC,B,35.97532867,30.86360206,37.36563252,35.56272992,31.77199148,37.00043458,8.41618167,7.965506065,8.540990968,8.40494337,4.912768,8.5652,0,0,5.78979898,5.73557397,0.9113783,0.6348125,0.54439766,0.58164198,8.99631181,10.42311173,0.0006,0.001,245.4665731,266.7728098,0,0.1454,0.8398,0.0148,0,1049.235101,0.1758,0.8182,0.0061,0,1055.103376,0.967,0.03,0.003,0,1049.803217,0.9455,0.0485,0.0061,0,1134.985608,0,0.997,0.003,0,709.3275846,0,0.9939,0.0061,0,739.6220675
2518,South West,England,Rural,0 to 100m,FTTC,B,23.61410061,23.27595669,23.80617959,23.54530575,23.35877229,23.64060743,3.234495898,3.216075862,3.243706207,3.242932725,3.059512,3.386336,0,0,10.36956156,10.32187976,0.36841456,0.38104054,0.44306962,0.49252703,9.27421664,9.24721379,0.0003,0.0004,517.0508482,627.2855431,0.1379,,,,,,,,,,,0.9937,0.0063,0,0,2306.166129,0.9934,0.0066,0,0,2556.733164,,,,,,,,,,
814827,Yorkshire & Humberside,England,Urban,0 to 100m,FTTC,B,69.46206443,63.21301471,70.9774911,68.26911164,65.23874194,70.2539969,18.5167926,18.26145961,18.57113264,18.48126086,18.01576,18.571192,0,0,10.80622634,10.8619428,0.18354079,0.18084848,0.94599399,2.17406154,10.22301374,11.56987079,0.0002,0,232.3300497,246.8299205,0.0968,0.1398,0.8541,0.0061,0,1019.52369,0.1513,0.8487,0,0,1015.45025,1,0,0,0,1118.175368,1,0,0,0,1270.164752,0,1,0,0,785.824589,0,1,0,0,855.1858912
202366,West Midlands,England,Urban,0 to 100m,Cable,B,73.14279808,69.97833574,73.50002116,72.96710145,71.19395536,73.44501213,4.974226763,4.435298581,5.004385032,4.953491397,2.790584,5.00576,0.0001,0.0002,11.11934179,11.34406626,1.65064045,1.90864368,0.18621348,0.23676136,17.96794583,18.21007006,0.0002,0.0003,207.1194059,213.363954,0.129,0.152,0.8419,0.0061,0,1027.716988,0.1667,0.8333,0,0,1019.032201,1,0,0,0,565.4287902,1,0,0,0,568.404359,0,1,0,0,648.9314835,0,1,0,0,641.7618103
821283,West Midlands,England,Urban,0 to 100m,ADSL,B,16.83968741,17.115977,17.729415,16.26308154,16.93546133,17.32544067,0.807060679,0.8020465,0.8281665,0.803691077,0.721152,0.859392,0.0059,0.0275,15.38238488,15.78043033,0.96308475,0.94433333,0.349,0.34077778,20.80773387,20.53173077,0.006,0.0065,677.1245323,467.7581111,0.4231,0.2364,0.7636,0,0,1055.755836,0.2222,0.7778,0,0,962.3291482,0.625,0.375,0,0,1589.800411,0.5556,0.4444,0,0,1553.465333,0,1,0,0,1229.091759,0,1,0,0,1293.702923
