unit_id,Ofcom product,Region,Country,Urban Rural,Distance from Exchange band),Technology,Market Class,24 hr average download speed,24 hour average minimum speed download,24 hour average maximum download speed,Peak average download speed,Peak average minimum speed download,Peak average maximum download speed,24 hr average upload speed,24 hour average minimum speed upload,24 hour average maximum upload speed,Peak average upload speed,Peak average minimum speed upload,Peak average maximum upload speed,24 hour DNS Failure ,Peak DNS Failure ,24 hour DNS ,Peak DNS ,24 hour Jitter Upstream,Peak Jitter Upstream,24 hour Jitter Downstream,Peak Jitter Downstream,24 hour Latency,Peak Latency,24 hour packet loss,Peak packet loss,24 hour time to load webpage,Peak time to load webpage,Disconnections,24 hour - Youtube UHD,24 hour - Youtube HD,24 hour - Youtube SD,24 hour - Youtube failure,24 hour - Youtube Start-up delay,Peak - Youtube UHD,Peak - Youtube HD,Peak - Youtube SD,Peak - Youtube failure,Peak- Youtube Start-up delay,24 hour - Netflix UHD,24 hour - Netflix HD,24 hour - Netflix SD,24 hour - Netflix failure,24 hour - Netflix Start-up delay,Peak - Netflix UHD,Peak - Netflix HD,Peak - Netflix SD,Peak - Netflix failure,Peak- Netflix Start-up delay,24 hour - iPlayer UHD,24 hour - iPlayer HD,24 hour - iPlayer SD,24 hour - iPlayer failure,24 hour - iPlayer Start-up delay,Peak - iPlayer UHD,Peak - iPlayer HD,Peak - iPlayer SD,Peak - iPlayer failure,Peak- iPlayer Start-up delay
2503,Sky 76,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,72.81889137,69.1435896,74.6439704,73.74346618,73.250496,73.79754629,18.34145129,17.540804,18.6986672,18.66569156,18.579192,18.702384,0,0,25.94792087,25.573,0.19229592,0.1906,0.21476531,0.1835,19.68989545,19.29488235,0.0002,0,200.418163,209.1255714,0.1,,,,,,,,,,,1,0,0,0,736.0020233,1,0,0,0,647.6112222,,,,,,,,,,
2623,Sky 38,South West,England,Rural,0 to 100m,FTTC,B,17.19753146,12.26052867,18.662883,17.64891327,17.17007304,18.19793183,5.023493102,4.606432,5.112013666,5.02320893,4.525864,5.112952,0.0005,0.0019,16.42737291,16.14411909,0.34734274,0.32935,1.49939113,1.35745,17.46686207,17.16986364,0.0004,0.0006,433.5666739,411.8058837,0,,,,,,,,,,,0.722,0.2703,0.0077,0,2230.772383,0.7619,0.2143,0.0238,0,2944.887576,,,,,,,,,,
30625,TalkTalk 38,South West,England,Rural,0 to 100m,FTTC,B,21.55627398,20.35448943,22.09348714,21.44219526,21.24543229,21.61210229,1.656850614,1.620490857,1.679974571,1.652220462,1.455712,1.792504,0,0,9.18442247,8.91134747,0.88482109,0.92881481,0.825377,0.95930769,8.94225483,9.50596,0.0008,0.0001,1489.181615,1395.826278,1.3929,0.0716,0.7493,0.1791,0,1247.823385,0.1071,0.7143,0.1786,0,1260.190429,0.994,0.006,0,0,1868.012499,1,0,0,0,1806.047709,0,0.9653,0.0347,0,2931.402787,0,1,0,0,2537.169295
33800,BT 76,Scotland,Scotland,Rural,0 to 100m,FTTC,A,69.77650849,63.72164914,70.97355029,68.73481826,66.686138,68.86936571,17.86540815,17.554978,17.90039971,17.83471371,16.433456,17.9012,0,0,17.36350286,17.49853344,0.19165951,0.19196154,0.24139385,0.44466667,16.21828919,16.35809259,0.0001,0.0005,155.7530153,154.8533636,0.0357,0.0758,0.7455,0.1788,0,1040.451197,0.1091,0.7091,0.1818,0,1114.252473,1,0,0,0,633.4760213,1,0,0,0,679.0585091,0,1,0,0,653.3638593,0,1,0,0,649.7673036
141342,BT 52,Scotland,Scotland,Rural,0 to 100m,FTTC,A,46.57602439,40.99336971,47.92241343,44.32900145,41.52249486,46.13786457,9.278177846,9.233074857,9.286992571,9.283403704,9.276696,9.285536,0,0,21.89816833,22.1644909,0.21167477,0.20781481,0.22623171,0.30334615,21.67340578,21.74512963,0.0001,0,213.284538,217.9302546,0.0714,0.0602,0.7711,0.1687,0,1038.026964,,,,,,1,0,0,0,824.7875,,,,,,0,1,0,0,737.4776265,,,,,
168338,BT 17,South East,England,Urban,0 to 100m,ADSL,B,13.15677539,12.41905257,13.294442,13.176312,13.12712371,13.22550029,0.701996673,0.659585143,0.722247143,0.702283774,0.638336,0.730096,0.0001,0,24.79427298,24.97489674,0.7920743,0.78221429,0.46008978,0.4545,23.65335053,23.65813208,0.0001,0,367.5899694,366.5395091,0.0714,0.0663,0.759,0.1747,0,1023.400958,0.0714,0.75,0.1786,0,1008.698893,0,1,0,0,1212.828332,0,1,0,0,1207.603804,0,1,0,0,1522.373335,0,1,0,0,1532.515737
172408,Plusnet 38,South West,England,Rural,0 to 100m,FTTC,B,35.64557235,28.60506657,37.15217086,33.84459743,30.388966,35.517084,9.194277309,8.779174,9.287621714,9.14710637,8.413752,9.299464,0.0001,0,19.13754606,19.46469261,0.41033333,0.39372,0.46574006,0.79320833,10.13001062,10.40826786,0.0001,0.0002,294.5042208,284.733434,0,0.0873,0.7319,0.1807,0,1086.940057,0.0962,0.7115,0.1923,0,1056.994577,0.997,0.003,0,0,1040.372559,0.9811,0.0189,0,0,1319.122481,0,1,0,0,1072.438757,0,1,0,0,1135.74786
249952,BT 52,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,39.97148058,34.56467743,41.14528743,38.53650741,36.79913886,39.15317086,7.047859623,6.478932,7.101507429,6.953852654,4.947792,7.160976,0,0,18.23125369,18.82268745,0.49728615,0.25337037,0.62248,1.53196296,17.79370717,18.69780769,0.0003,0.0005,188.5060167,195.5980364,0.1071,0.0863,0.7351,0.1786,0,1058.440994,0.1071,0.7143,0.1786,0,1104.903446,0.994,0.006,0,0,959.1467515,1,0,0,0,967.6671607,0,0.994,0.006,0,956.6501145,0,1,0,0,704.1496786
249994,EE 38,London,England,Urban,0 to 100m,FTTC,B,35.22155071,32.51360571,35.47966657,34.70989464,32.90366857,35.09419743,9.078635935,8.893582857,9.125092857,9.06154351,8.758112,9.144432,0.009,0.0148,7.991317,8.33252423,0.30029293,0.31071429,0.26357383,0.34852381,7.84162405,8.02310909,0.0001,0.0001,239.0769578,233.5299318,0.0714,0.0867,0.7433,0.17,0,1145.38962,0.12,0.7,0.18,0,1197.99652,0.9932,0.0068,0,0,1264.506503,0.9565,0.0435,0,0,1305.7105,0,1,0,0,2167.748801,0,1,0,0,2128.275259
397664,BT 76,East,England,Urban,0 to 100m,FTTH,B,72.45076032,65.10167714,73.63695543,71.33755793,70.379194,72.465792,20.68328596,19.96512771,20.77099114,20.67613274,18.936264,20.771656,0.0027,0.0062,6.4281281,6.48104334,0.76371293,0.76984615,0.81800946,1.01025926,5.85657121,6.00709259,0.01,0.0075,75.14003266,75.42233333,7.7143,0.1231,0.6997,0.1772,0,623.5455135,0.1429,0.6786,0.1786,0,635.4996786,0.997,0.003,0,0,466.3358512,1,0,0,0,492.0929286,0,1,0,0,572.1179212,0,1,0,0,600.9943091
455636,Plusnet 17,Scotland,Scotland,Rural,0 to 100m,ADSL,B,18.64146623,17.23309886,19.04724429,18.54792929,18.35352829,18.74233029,1.025821526,0.961961143,1.069716571,1.026397964,0.927352,1.072504,0.0001,0,24.17508122,24.14940804,1.07608308,1.15296154,0.86208923,0.9407037,20.46128506,20.51690566,0.0002,0.0001,289.6139526,289.6234528,0.0714,0.0833,0.7381,0.1786,0,1157.05119,0.1071,0.7143,0.1786,0,1205.652036,0.9524,0.0476,0,0,1959.65323,0.9286,0.0714,0,0,2008.116414,0,1,0,0,1499.563192,0,1,0,0,1740.159743
184424,Virgin 200,South East,England,Urban,0 to 100m,Cable,B,218.7737313,212.3272337,219.4639351,218.7588638,217.02332,219.2428832,12.03156044,11.89507714,12.137592,12.00058974,11.71708,12.247696,0,0,9.71401467,10.061,1.60763359,1.8945,0.09077481,0.10582353,15.46291667,15.72498039,0,0,138.7016343,135.7998158,0,0.1298,0.6908,0.1794,0,684.6540153,0.1842,0.6053,0.2105,0,708.3037632,1,0,0,0,282.2743779,1,0,0,0,334.9111081,0,1,0,0,472.3748726,0,1,0,0,513.2273158
656642,BT 300,East,England,Rural,0 to 100m,FTTH,B,308.0119668,302.29717,308.2475434,307.7004297,306.5321615,307.3576821,49.20565746,48.64777371,49.23736857,49.21500306,49.066912,49.24016,0.0001,0,6.69499624,6.78863567,0.17671336,0.184,0.04751948,0.05824,5.02527245,5.05364706,0.0001,0,62.36927302,61.60810204,0.0357,0.1303,0.7068,0.1629,0,654.3160293,0.1429,0.6939,0.1633,0,657.3004694,1,0,0,0,241.1114675,1,0,0,0,348.7297347,0,1,0,0,317.3580162,0,1,0,0,323.2933878
660116,Sky 17,London,England,Urban,0 to 100m,ADSL,B,16.91213452,16.26814943,16.96624657,16.90567704,16.90888029,16.95072714,1.058944341,0.966511714,1.083632,1.055500286,0.926712,1.095832,0.0002,0,6.65927406,6.45361729,0.69099085,0.67540741,0.35181098,0.37285714,5.53191311,5.54971429,0.0005,0.0001,399.9160395,382.6167143,0.1071,0.0655,0.756,0.1786,0,1033.646435,0.0714,0.75,0.1786,0,1032.944571,0.9851,0.0149,0,0,2162.159257,0.9821,0.0179,0,0,2259.835737,0,1,0,0,1131.184405,0,1,0,0,1463.040351
800328,Sky 76,East,England,Urban,0 to 100m,FTTC,B,45.34326577,44.27698657,45.65339743,44.97719675,45.15173878,45.26698087,18.62265987,18.28432229,18.68934029,18.59092094,17.522048,18.708936,0,0,19.97524577,19.71394796,0.19250209,0.20038462,0.20102092,0.26781818,13.52807295,13.55766667,0.0003,0,147.9963493,148.7170313,0.0714,0.1216,0.7117,0.1667,0,795.7269865,0.1143,0.7429,0.1429,0,746.0567714,0.975,0.0208,0.0042,0,1482.980194,0.871,0.129,0,0,1842.807971,0,1,0,0,800.0650672,0,1,0,0,843.8780588
812396,Sky 38,East,England,Urban,0 to 100m,FTTC,B,36.69676173,32.58444486,37.36336143,36.54917911,36.050878,36.65320457,9.302834756,9.108877429,9.334168,9.307387054,8.956704,9.333208,0,0,11.04000063,10.66924831,0.27261585,0.27642857,0.26518293,0.2812963,13.16992705,13.20780357,0,0,209.1470471,209.4757091,0,0.0866,0.7343,0.1791,0,1068.393746,0.1071,0.7143,0.1786,0,1091.186893,0.9608,0.0331,0.006,0,1739.052112,0.8704,0.1111,0.0185,0,2011.4738,0,1,0,0,690.0182404,0,1,0,0,710.2555
813547,Plusnet 38,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,31.59719136,24.87647914,32.52170371,29.68075592,25.79138489,31.05216,6.539740462,6.457021143,6.560937143,6.555933538,5.791088,7.597392,0,0,21.69955546,22.22049399,0.40752532,0.4142963,0.56119874,0.85723077,21.02269304,21.31746154,0.0001,0.0001,224.3798669,241.99,0.0357,0.0875,0.725,0.1875,0,1162.172653,0.1111,0.7037,0.1852,0,1232.100259,0.9875,0.0125,0,0,1243.084716,0.9259,0.0741,0,0,1619.257948,0,1,0,0,863.4813075,0,1,0,0,939.296375
662368,Virgin 200,Yorkshire & Humberside,England,Urban,0 to 100m,Cable,B,216.8142501,208.8045726,219.3915429,208.895992,207.0830629,217.7940457,12.0732726,11.979112,12.11038286,12.09753244,12.077928,12.120168,0,0,12.1728059,12.695625,1.38333333,1.6894,0.16918519,0.211,15.54282119,15.9385,0.0014,0,281.8088017,248.3033636,0.0476,0.1864,0.661,0.1525,0,794.6665085,0.1111,0.7778,0.1111,0,773.2452222,1,0,0,0,304.8738868,1,0,0,0,314.85725,0,1,0,0,657.3633077,0,1,0,0,668.794
814783,BT 76,South West,England,Urban,0 to 100m,FTTH,B,73.09407807,67.28773543,73.77713029,72.39567986,71.67590029,73.11545943,20.7546662,20.49729771,20.81378686,20.70967486,20.324648,20.813992,0,0,7.67253133,7.78719725,0.24294479,0.3392963,0.11252599,0.18537037,6.0574939,6.09650909,0.0002,0,88.86618845,92.84203704,0.1786,0.0746,0.7463,0.1791,0,992.8198537,0.1071,0.7143,0.1786,0,1060.887768,0.997,0.003,0,0,532.1911463,1,0,0,0,602.2498909,0,1,0,0,485.2385552,0,1,0,0,519.8601964
815407,EE 76,East Midlands,England,Rural,0 to 100m,FTTC,B,70.87912735,67.04716857,71.80001543,70.31622315,69.40270637,71.03597185,18.51808803,18.31670486,18.57936686,18.49527796,18.196768,18.578848,0.0005,0,14.99828181,15.33879195,0.27376333,0.28472,0.576,1.03872,9.59093435,9.91626786,0.0027,0.0005,334.8806219,313.2936136,0.2143,0.0741,0.7508,0.1751,0,1054.156949,0.1304,0.6957,0.1739,0,1134.365196,1,0,0,0,1326.963438,1,0,0,0,1339.688304,0,1,0,0,1423.127946,0,1,0,0,1394.304021
815607,TalkTalk 76,East,England,Rural,0 to 100m,FTTC,B,74.31929563,73.70839543,74.37352486,74.20524563,73.82796114,74.28764257,18.57690782,18.57568943,18.57990486,18.57699057,18.5758,18.578472,0,0,6.24883809,6.01144193,0.18698784,0.18069231,0.38662918,0.55954167,7.3365478,7.45462,0.0001,0.0002,95.12144529,95.61771698,0.1071,0.0898,0.7365,0.1737,0,1017.502144,0.1071,0.7143,0.1786,0,1030.864054,1,0,0,0,465.4646767,1,0,0,0,483.2570909,0,1,0,0,438.7276209,0,1,0,0,439.8878571
882098,TalkTalk 76,South West,England,Rural,0 to 100m,FTTC,B,71.84931562,57.16199257,74.73579029,70.3610581,66.23339846,71.37511815,18.59888511,18.351762,18.68373286,18.5869506,18.298408,18.671784,0.0004,0,7.19367816,6.756625,0.18795623,0.18984211,0.45150505,0.49484211,13.58724127,13.81738182,0.0005,0.0007,171.4352492,157.776,0,0.1375,0.6873,0.1753,0,1081.714863,0.1951,0.6829,0.122,0,1171.656146,0.9965,0.0035,0,0,486.1083724,1,0,0,0,492.7084359,0,1,0,0,597.7139673,0,1,0,0,574.576375
939966,BT 52,Wales,Wales,Rural,0 to 100m,FTTC,B,49.26675414,45.82448171,50.31833943,48.74666256,47.36407429,49.30553629,12.17020746,12.02032657,12.29086857,12.15577526,11.57448,12.853328,0,0,8.53626844,8.73656357,0.22139937,0.22277778,0.24341509,0.34846154,7.84204566,7.9022963,0.0001,0.0003,104.6639512,105.36658,0,0.122,0.6951,0.1829,0,533.0174268,,,,,,1,0,0,0,765.0950122,,,,,,0,1,0,0,564.4986098,,,,,
939972,BT 17,Scotland,Scotland,Rural,0 to 100m,ADSL,B,4.55265418,3.935076857,4.683858286,4.548739918,4.20460237,4.465924741,0.756137812,0.679600571,0.784625429,0.754558468,0.56536,0.787704,0.002,0.0093,26.29662736,26.95715571,0.46752159,0.46365,0.39491694,0.33572222,18.83257815,18.98737736,0.0032,0.0082,829.217264,820.8689348,0.9286,0,0.7722,0.2278,0,2075.885709,0,0.76,0.24,0,2040.4152,0,1,0,0,2146.512714,0,1,0,0,2225.18775,0,0.4815,0.5185,0,1982.72016,0,0.3462,0.6538,0,1996.591819
940426,BT 17,South West,England,Rural,0 to 100m,ADSL,B,4.854733812,3.551230571,5.350174286,4.799821132,4.595040593,5.060325037,0.73032017,0.679101714,0.738296857,0.731339774,0.601336,0.738432,0.0017,0.0008,14.07888506,14.35146695,0.46847163,0.48118182,0.46047183,1.49208696,13.04939726,15.26695652,0.0019,0.0003,982.8314501,1062.001019,1.0357,0,0.6,0.4,0,4295.781,,,,,,0,0.8421,0.1579,0,2285.945876,0,0.7143,0.2857,0,2337.17975,0,0.7353,0.2647,0,1571.078245,0,0.75,0.25,0,1863.868111
940512,BT 17,Scotland,Scotland,Rural,0 to 100m,ADSL,A,10.57775919,8.221632,11.25328143,10.589681,10.10436436,10.401148,0.878418292,0.802407429,0.948562,0.880490909,0.684272,0.970736,0.0002,0,31.42629761,36.09986298,0.40113732,0.388,0.35302105,0.2038,24.89963876,26.34421154,0.0003,0.0002,529.2789831,482.5378387,0.1071,0.0595,0.7619,0.1786,0,1113.982571,,,,,,0,1,0,0,1318.171659,,,,,,0,1,0,0,1943.226101,,,,,
940570,BT 38,Scotland,Scotland,Rural,0 to 100m,FTTC,B,28.85788414,24.60459657,29.89731314,27.80668262,25.77932356,29.0063357,6.600731813,6.495917714,6.633224,6.589870615,6.312352,6.94512,0.0005,0,22.25245151,22.58073001,0.55935691,0.55676923,0.53308682,0.84946154,22.05398214,22.23896078,0.0005,0.0001,227.0548523,235.63808,0.2143,0.125,0.6875,0.1875,0,651.0432,,,,,,1,0,0,0,1313.281593,,,,,,0,1,0,0,667.0963333,,,,,
940986,TalkTalk 17,North West,England,Rural,0 to 100m,ADSL,B,18.85668888,18.528184,18.88149686,18.84363024,18.79532736,18.83268352,0.912409207,0.778575714,0.953363143,0.894095,0.45948,0.972296,0,0,14.46505226,15.53550147,0.84633569,0.797,0.34234859,0.36405882,26.57611774,26.62398148,0.0002,0,1200.268457,1199.876029,0.0714,0.1075,0.7025,0.19,0,778.8177491,0.0588,0.7059,0.2353,0,699.9455588,1,0,0,0,1952.924117,1,0,0,0,2141.608324,0,1,0,0,879.0958261,0,1,0,0,877.9254412
941278,BT 300,South East,England,Urban,0 to 100m,FTTH,B,305.7902314,299.6381911,306.4115051,305.6612164,305.2893891,306.05956,49.21336614,49.05063429,49.24189743,49.21080215,48.885792,49.244136,0.0001,0,7.38894783,7.57194985,0.15092923,0.16342308,0.04192308,0.05248148,6.02443051,6.02496296,0.0001,0,60.70733026,61.73754545,0.0714,0.1265,0.6928,0.1807,0,516.7854187,0.1455,0.6727,0.1818,0,525.9126182,1,0,0,0,243.3244699,1,0,0,0,328.4044364,0,1,0,0,174.1331657,0,1,0,0,178.9960909
942360,EE 20,South West,England,Rural,0 to 100m,ADSL,A,9.702568244,9.617476,9.750614857,9.692388148,9.647610571,9.711893714,1.000866885,0.995476857,1.000785143,1.002881482,0.821208,1.009144,0,0,17.69920154,17.77414068,0.49804878,0.50035714,0.21893902,0.25773077,12.60275114,12.62494118,0.0005,0.0007,430.0476155,432.0128182,0.1786,0.0657,0.7582,0.1761,0,1201.055507,0.0714,0.75,0.1786,0,1186.145839,0,1,0,0,1445.473494,0,1,0,0,1449.399273,0,1,0,0,1151.393985,0,1,0,0,1166.328821
942454,BT 17,South East,England,Rural,0 to 100m,ADSL,A,8.151282234,7.132920571,8.386158286,8.069100862,7.841313143,8.307978571,0.635048874,0.601628286,0.640659714,0.636034518,0.51044,0.640712,0,0,27.64173453,27.68320498,0.77554305,0.88048,0.4666113,0.433,27.01154434,27.17098113,0.0001,0,665.8026013,692.4160208,0,0,0.8101,0.1899,0,1296.736823,,,,,,0,1,0,0,1824.984388,,,,,,0,1,0,0,1672.272126,,,,,
942712,Sky 17,East,England,Rural,0 to 100m,ADSL,A,6.494882874,0.994200571,15.06167686,1.114849091,1.02177504,1.13074144,1.051137239,0.974012571,1.091878286,1.049218782,0.851416,1.12864,0.0018,0.0009,18.33747649,17.77667418,0.82760714,0.57736364,0.38387987,0.56304348,17.95902508,18.05166667,0.0022,0.0036,886.842681,2292.205659,0.1786,0.016,0.3003,0.6837,0,8510.970214,0,0,1,0,14990.91815,0.0032,0.3441,0.6431,0.0096,2350.308497,0,0,0.9783,0.0217,2429.437551,0,0.3213,0.6787,0,2730.551592,0,0,1,0,2592.64184
942752,Sky 76,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,58.15149955,53.12128571,58.80203229,57.763088,55.81404286,58.79008943,18.51641578,17.15571829,18.57746886,18.53590044,14.972504,18.627744,0,0,32.7063057,32.46140399,0.1492,0.15425926,0.20022727,0.251,25.91031108,25.962875,0.0003,0.0001,227.8994,224.9686981,0.0714,0.1288,0.6881,0.1831,0,597.0809729,0.1429,0.6786,0.1786,0,600.7979464,0.9593,0.0407,0,0,1252.201447,0.8364,0.1636,0,0,1902.941879,0,1,0,0,682.599,0,1,0,0,703.4878393
942990,BT 38,Wales,Wales,Rural,0 to 100m,FTTC,B,25.62511015,25.00707286,25.77569971,25.57732538,25.36767,25.65830086,5.495607482,5.393634571,5.69004,5.492445091,5.04352,5.873672,0,0,21.00688935,21.1051446,0.25994833,0.26089286,0.2855,0.33059259,20.81494545,20.83685455,0.0002,0,229.1921017,231.6394074,0.1071,0.119,0.7024,0.1786,0,657.6686548,,,,,,1,0,0,0,1366.819807,,,,,,0,1,0,0,630.6917024,,,,,
943012,BT 17,South West,England,Rural,0 to 100m,ADSL,B,0.715411695,0.619042571,0.864958857,0.687466162,0.715783619,0.736779429,0.393585658,0.322522857,0.420603429,0.39400779,0.091512,0.626784,0.0032,0,32.13415117,32.35036775,0.84107895,1.23711765,0.81765789,0.90858824,24.25279545,23.81945946,0.0044,0.004,6889.60919,6864.700028,3.6429,0,0.0303,0.9697,0,16116.16918,0,0,1,0,3340.076563,0,0.0545,0.9273,0.0182,2012.094163,0,0,0.9286,0.0714,2310.826478,0,0,1,0,4061.191092,0,0,1,0,4070.794217
943140,BT 52,East,England,Urban,0 to 100m,FTTC,B,49.8775328,43.74567286,51.206704,47.943224,45.24767714,49.69207171,9.263730384,9.156153714,9.281115714,9.257741964,9.019088,9.28156,0,0,8.01805308,8.34792445,0.12402134,0.11888462,0.27471254,0.42756,7.22748939,7.463875,0.0002,0.0002,103.5274602,108.2046296,0.0714,0.1205,0.6988,0.1807,0,521.9766868,0.1481,0.6667,0.1852,0,545.5974074,1,0,0,0,734.0243133,1,0,0,0,778.7787407,0,1,0,0,460.6456868,0,1,0,0,485.2583333
947166,BT 17,Wales,Wales,Rural,0 to 100m,ADSL,B,1.67359699,1.58632928,1.82612096,1.650521245,1.642308334,1.690165,0.724720191,0.71010976,0.72759008,0.724087466,0.673912,0.727288,0.0001,0.0018,33.11076968,33.25952,0.67379928,0.64622727,0.44911111,0.46986364,31.56279474,31.56431915,0.0006,0.0001,2618.056903,2659.8035,0.48,0,0.0704,0.9296,0,16129.76007,,,,,,0,0.2899,0.7101,0,2135.480054,,,,,,0,0,1,0,3091.625251,,,,,
947250,BT 52,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,39.93353208,36.2609216,41.1060808,39.59544619,38.69760267,40.21122978,7.805943466,7.5392192,7.8844416,7.798401,7.144128,8.105224,0.0001,0,24.53188619,24.48141908,0.29208612,0.2955625,0.48060766,0.78223529,17.00499083,17.14559459,0.0005,0.0007,171.2677844,172.0082258,0.3571,0.1569,0.7059,0.1373,0,613.7333726,,,,,,1,0,0,0,889.0383529,,,,,,0,1,0,0,749.4841539,,,,,
947390,Vodafone UK 38,South East,England,Urban,0 to 100m,FTTC,B,20.91864269,11.80857143,25.558528,21.51243858,19.76282277,23.60042338,1.328082666,0.815308286,1.546859143,1.265308364,0.611712,1.552984,0.0011,0.0027,19.22599761,21.32601389,0.67817391,0.76944444,0.55114229,1.25158824,13.22568701,16.12042,0.0028,0.004,361.2760926,407.3153902,2.1786,0.0513,0.7692,0.1795,0,993.7183333,,,,,,0,1,0,0,1800.422234,,,,,,0,1,0,0,1040.989778,,,,,
947590,Plusnet 17,Scotland,Scotland,Rural,0 to 100m,ADSL,A,0.935822421,0.812951143,0.968849429,0.930720157,0.886707259,0.951836148,0.35662988,0.346300571,0.358894,0.3567992,0.347904,0.366328,0.0002,0.0009,43.27763544,43.21436058,2.07680339,2.2566087,1.77916271,1.94577273,36.74615371,37.56994286,0.0002,0.0004,3811.6273,3867.738396,0.0357,0,0,1,0,16901.94058,,,,,,0,0,1,0,1987.103105,,,,,,0,0,1,0,3998.229748,,,,,
947792,Sky 76,Northern Ireland,Northern Ireland,Rural,0 to 100m,FTTC,B,71.87837749,67.57786914,72.72103857,71.70302323,71.04031657,72.50455514,18.57468134,18.48479343,18.60458743,18.57446462,18.468552,18.677384,0,0,25.03469646,24.7438406,0.15173559,0.15669231,0.17163514,0.20336,18.35369856,18.36407407,0.0005,0,162.9015857,160.4408235,0.0357,0.1225,0.6788,0.1987,0,558.9158212,0.1346,0.6731,0.1923,0,548.06525,0.9934,0.0066,0,0,922.499317,0.9615,0.0385,0,0,1278.272618,0,1,0,0,489.1723257,0,1,0,0,510.6183654
947870,BT 52,Northern Ireland,Northern Ireland,Urban,0 to 100m,FTTC,B,47.71026272,45.42664171,48.124536,47.86658691,47.69794057,48.04108086,9.223152235,9.157918571,9.264209714,9.222884741,9.098376,9.305056,0.0014,0,27.41836559,27.58402617,0.37837304,0.37330769,0.39771875,0.44462963,17.35098626,17.45886538,0.0012,0.0007,167.6577179,167.5015957,0.75,0.125,0.6875,0.1875,0,638.011375,,,,,,1,0,0,0,703.8386667,,,,,,0,1,0,0,999.748371,,,,,
948004,BT 76,South West,England,Rural,0 to 100m,FTTC,B,69.6627474,65.58542457,70.94091914,70.74032211,69.32697733,69.64280633,17.79266805,16.88198029,18.24772629,17.524386,7.736384,18.528304,0,0,8.2688394,8.60448995,0.2719378,0.15047368,0.5076381,0.4448,9.69028756,8.02417647,0.0006,0,187.2436756,256.352575,0.1071,0.1169,0.6753,0.2078,0,590.9679481,0.15,0.625,0.225,0,658.037725,0.9957,0.0043,0,0,876.3655408,1,0,0,0,950.8345,0,0.9957,0.0043,0,778.5606049,0,1,0,0,906.3651861
948300,Sky 8,Wales,Wales,Rural,0 to 100m,ADSL,A,2.509280505,1.047222,4.126269714,1.150498923,1.090764445,1.197831407,0.814688778,0.774884571,0.843123429,0.820144923,0.737896,0.850056,0.0021,0.0024,21.25342566,21.104284,0.51726316,0.51896296,0.33969659,0.37185185,20.9136803,20.90812727,0.0019,0.0027,1343.518133,2510.09684,0.2143,0,0.2957,0.7043,0,11270.89044,0,0,1,0,13710.23858,0,0.4128,0.5872,0,1900.101378,0,0,1,0,2136.812636,0,0.0336,0.9664,0,2528.350698,0,0,1,0,2567.022905
941254,Virgin 100,North West,England,Rural,0 to 100m,Cable,B,101.6990373,91.4105447,96.504064,99.02181657,94.874564,95.4992192,5.981439059,5.912524522,6.023618087,6.018007429,5.947936,6.05492,0.0003,0,20.76368435,19.55303205,2.17214634,3.12928571,0.13730488,0.21571429,18.49846875,19.57082353,0.0003,0,309.4744146,299.3172143,0.1852,0.0233,0.8953,0.0814,0,468.1739535,0.0714,0.9286,0,0,493.4393571,1,0,0,0,536.5772353,1,0,0,0,684.5958571,0,1,0,0,562.3430682,0,1,0,0,567.6016
975394,Virgin 70,South East,England,Urban,0 to 100m,Cable,B,76.01286793,67.90286657,76.824696,75.99171169,75.31311286,76.79391486,4.985007322,4.798427143,5.002306286,4.984665207,4.806432,5.004048,0,0,15.28776855,15.54946538,1.14283838,1.53557692,0.07369463,0.07919231,19.6458053,19.63741818,0,0,396.8979967,381.8110962,0.0357,0.1296,0.6977,0.1728,0,612.9183754,0.1509,0.6981,0.1509,0,615.0634528,1,0,0,0,609.9048212,1,0,0,0,771.6252642,0,0.9934,0.0066,0,720.9591778,0,1,0,0,531.488283
996915,BT 76,East,England,Urban,0 to 100m,FTTH,B,73.1250317,69.68140892,73.77876738,72.40176767,71.312112,73.19764928,20.76979106,20.55557077,20.80486492,20.743864,20.161016,20.807312,0.0001,0,5.56671911,5.73221191,0.16015862,0.18808,0.05962199,0.11669565,3.93107606,4.03037838,0,0,66.88467869,66.94412,0,0.139,0.7017,0.1593,0,542.5537864,0.16,0.68,0.16,0,550.87396,1,0,0,0,500.3396519,1,0,0,0,536.57122,0,1,0,0,394.7900269,0,1,0,0,492.4739608
1011316,KCOM 250,Yorkshire & Humberside,England,Urban,0 to 100m,FTTC,HULL,238.1779871,237.2702309,238.3053397,238.0692707,237.5388911,238.277538,119.1884124,119.1531103,119.2238589,119.1912099,119.17904,119.20028,0.001,0,8.13245696,8.8912093,0.15987385,0.16051852,0.14085583,0.23312,6.59689107,6.65616667,0.0005,0,65.5637619,65.62536364,0.1786,0.119,0.7024,0.1786,0,495.9191905,0.1429,0.6786,0.1786,0,505.9875357,1,0,0,0,139.9318691,1,0,0,0,146.0095357,0,1,0,0,177.2441205,0,1,0,0,189.3425714
